id	abuse
31757	NOTABU
26277	EXP
75502	EXP
69238	NOTABU
97387	NOTABU
75400	NOTABU
74119	NOTABU
92945	NOTABU
22202	EXP
12477	NOTABU
17948	NOTABU
68621	NOTABU
96871	NOTABU
67045	NOTABU
53421	NOTABU
57433	NOTABU
30411	NOTABU
55451	NOTABU
79939	NOTABU
17388	NOTABU
86586	NOTABU
87045	NOTABU
33856	EXP
94241	EXP
48939	NOTABU
53458	NOTABU
17271	NOTABU
89197	NOTABU
96697	NOTABU
47962	EXP
11485	NOTABU
92731	NOTABU
35505	NOTABU
51325	NOTABU
99194	EXP
45788	EXP
62302	NOTABU
37252	EXP
93975	NOTABU
52155	NOTABU
47735	NOTABU
30961	NOTABU
87589	NOTABU
87838	NOTABU
85538	NOTABU
50398	NOTABU
97195	NOTABU
45319	NOTABU
15823	NOTABU
57229	NOTABU
14541	NOTABU
23507	NOTABU
97626	NOTABU
77343	EXP
81757	NOTABU
61740	NOTABU
78194	NOTABU
92809	NOTABU
44550	NOTABU
59049	NOTABU
86887	NOTABU
81230	EXP
31404	NOTABU
26153	NOTABU
98980	NOTABU
18677	NOTABU
65143	IMP
37066	NOTABU
82543	NOTABU
12406	NOTABU
14136	NOTABU
55517	NOTABU
20202	NOTABU
61883	NOTABU
83064	NOTABU
29417	NOTABU
40866	NOTABU
68748	NOTABU
38412	NOTABU
41306	NOTABU
59746	EXP
92259	NOTABU
99811	NOTABU
36557	NOTABU
18560	NOTABU
64496	IMP
42936	NOTABU
44603	NOTABU
19765	NOTABU
15694	IMP
85048	NOTABU
54753	NOTABU
46891	NOTABU
83904	NOTABU
30739	NOTABU
13747	NOTABU
24918	EXP
11960	NOTABU
51384	NOTABU
33044	NOTABU
54824	NOTABU
77843	EXP
53104	NOTABU
97653	NOTABU
37689	NOTABU
87831	NOTABU
16882	NOTABU
43148	NOTABU
50613	NOTABU
70473	EXP
84973	NOTABU
24924	NOTABU
73201	EXP
10258	NOTABU
62338	NOTABU
93428	NOTABU
99677	NOTABU
70695	NOTABU
88054	EXP
61143	NOTABU
90696	EXP
18102	EXP
58939	NOTABU
48823	EXP
15186	NOTABU
10653	EXP
73833	NOTABU
31714	EXP
22069	NOTABU
55113	NOTABU
67272	NOTABU
62723	NOTABU
30029	NOTABU
28857	NOTABU
24078	NOTABU
82457	EXP
64837	EXP
65338	EXP
63141	NOTABU
52142	NOTABU
11264	NOTABU
55571	NOTABU
27858	NOTABU
91012	NOTABU
63324	NOTABU
98989	NOTABU
30524	NOTABU
67694	EXP
77415	IMP
12616	NOTABU
14978	NOTABU
15954	NOTABU
77651	EXP
96441	NOTABU
45329	NOTABU
93942	NOTABU
41358	NOTABU
46592	NOTABU
70858	NOTABU
66714	EXP
54373	EXP
91642	NOTABU
62041	NOTABU
10540	EXP
44864	NOTABU
14483	NOTABU
15790	NOTABU
65333	NOTABU
45871	NOTABU
16791	NOTABU
49876	NOTABU
49515	IMP
31933	NOTABU
88918	IMP
56920	NOTABU
73295	NOTABU
48035	EXP
81817	NOTABU
78820	NOTABU
57292	NOTABU
42406	NOTABU
48544	EXP
78895	NOTABU
99771	NOTABU
48877	NOTABU
34360	NOTABU
35990	NOTABU
91313	NOTABU
23065	NOTABU
85134	NOTABU
61102	NOTABU
63451	NOTABU
92958	EXP
38387	NOTABU
94162	NOTABU
73006	NOTABU
57356	NOTABU
82522	EXP
18068	NOTABU
29024	IMP
43641	IMP
55416	NOTABU
49032	NOTABU
97105	NOTABU
55827	NOTABU
78941	NOTABU
49639	NOTABU
87555	IMP
99516	NOTABU
74987	NOTABU
39256	IMP
70216	NOTABU
87173	NOTABU
69307	NOTABU
24167	NOTABU
26485	NOTABU
73865	NOTABU
73735	NOTABU
25654	NOTABU
80255	NOTABU
21156	NOTABU
42557	IMP
98579	NOTABU
97612	EXP
83242	NOTABU
57099	NOTABU
57632	NOTABU
82582	NOTABU
56498	NOTABU
19138	NOTABU
79688	IMP
26346	NOTABU
40756	NOTABU
63761	NOTABU
21017	EXP
12785	NOTABU
62787	NOTABU
25847	NOTABU
12389	NOTABU
69271	EXP
39748	NOTABU
10507	EXP
13278	NOTABU
22126	NOTABU
39364	EXP
35560	NOTABU
53293	NOTABU
81242	IMP
16462	EXP
14770	NOTABU
10670	NOTABU
78885	NOTABU
82004	NOTABU
97197	NOTABU
97695	EXP
41003	NOTABU
24337	NOTABU
26274	NOTABU
16868	EXP
72409	NOTABU
34257	NOTABU
17643	NOTABU
51995	EXP
72732	NOTABU
58424	NOTABU
58104	NOTABU
79560	NOTABU
74733	EXP
52881	NOTABU
82871	NOTABU
52028	NOTABU
24276	EXP
46596	NOTABU
10834	NOTABU
25397	NOTABU
40352	NOTABU
70272	NOTABU
32082	EXP
82272	NOTABU
62740	NOTABU
33714	IMP
52389	NOTABU
25981	NOTABU
51390	NOTABU
29481	NOTABU
61547	NOTABU
39784	IMP
94856	EXP
96951	NOTABU
71179	NOTABU
26320	NOTABU
42090	NOTABU
73324	NOTABU
73705	NOTABU
97114	NOTABU
49280	EXP
68826	EXP
98282	EXP
22866	NOTABU
72606	EXP
95255	NOTABU
87988	NOTABU
55697	NOTABU
34694	EXP
40367	NOTABU
62766	IMP
47639	IMP
60518	EXP
58929	NOTABU
52765	NOTABU
92849	NOTABU
91134	NOTABU
87623	NOTABU
79047	IMP
93132	NOTABU
97374	NOTABU
20856	NOTABU
89799	NOTABU
84256	NOTABU
99481	NOTABU
15236	NOTABU
22104	NOTABU
21782	NOTABU
55292	NOTABU
78912	NOTABU
85780	NOTABU
88599	NOTABU
47824	IMP
31336	NOTABU
20090	NOTABU
29916	NOTABU
61744	IMP
26279	NOTABU
91633	NOTABU
78819	EXP
41898	NOTABU
54270	NOTABU
50164	IMP
79524	NOTABU
27535	EXP
55255	NOTABU
47995	IMP
94301	NOTABU
50091	NOTABU
69403	NOTABU
37234	IMP
94645	NOTABU
95305	NOTABU
93220	NOTABU
52000	NOTABU
24621	EXP
43057	NOTABU
19013	NOTABU
24962	NOTABU
40182	NOTABU
82629	NOTABU
32096	NOTABU
84265	IMP
45879	EXP
35552	NOTABU
46615	NOTABU
32664	NOTABU
81184	EXP
67217	NOTABU
99336	NOTABU
80724	NOTABU
15197	NOTABU
60156	NOTABU
50019	NOTABU
27540	NOTABU
98441	EXP
65135	NOTABU
17898	IMP
28884	NOTABU
21536	EXP
10293	EXP
66442	IMP
52495	NOTABU
78859	EXP
98785	NOTABU
75054	EXP
71484	NOTABU
52018	NOTABU
53120	NOTABU
71119	NOTABU
44023	EXP
25988	NOTABU
94210	NOTABU
57591	EXP
74455	NOTABU
94805	NOTABU
50332	NOTABU
11402	IMP
73206	NOTABU
84321	IMP
55394	NOTABU
61921	NOTABU
27076	IMP
85088	EXP
32456	NOTABU
98065	NOTABU
48550	NOTABU
59332	NOTABU
65304	NOTABU
60684	NOTABU
46297	EXP
44037	NOTABU
66000	NOTABU
76245	EXP
89566	NOTABU
84787	NOTABU
77602	NOTABU
54961	NOTABU
79998	NOTABU
79079	NOTABU
36553	NOTABU
24341	NOTABU
35521	NOTABU
37457	NOTABU
73068	NOTABU
97209	NOTABU
30774	NOTABU
28057	EXP
39911	NOTABU
66752	NOTABU
47625	NOTABU
46008	NOTABU
89092	NOTABU
68185	NOTABU
15345	IMP
78024	NOTABU
40006	NOTABU
59941	EXP
79155	NOTABU
29091	NOTABU
30680	EXP
38333	NOTABU
32196	IMP
46843	IMP
49760	NOTABU
82264	NOTABU
12068	EXP
31608	NOTABU
92294	NOTABU
66710	NOTABU
65405	NOTABU
16893	EXP
48539	NOTABU
29221	NOTABU
45534	NOTABU
91881	NOTABU
63532	NOTABU
72875	NOTABU
17917	NOTABU
35688	IMP
58544	NOTABU
23240	EXP
70428	NOTABU
23515	EXP
85327	NOTABU
53913	NOTABU
49191	EXP
63085	NOTABU
81836	NOTABU
46683	NOTABU
36335	NOTABU
38240	NOTABU
62203	NOTABU
70937	NOTABU
49508	NOTABU
25975	NOTABU
77918	NOTABU
28499	NOTABU
35809	NOTABU
15506	NOTABU
95728	NOTABU
75515	NOTABU
62142	EXP
58582	IMP
73860	NOTABU
42614	NOTABU
66326	NOTABU
98357	NOTABU
59983	NOTABU
91691	NOTABU
31588	NOTABU
22797	NOTABU
72596	NOTABU
43667	NOTABU
34840	NOTABU
98405	NOTABU
61651	NOTABU
66938	EXP
82435	NOTABU
17331	NOTABU
71990	NOTABU
49045	NOTABU
56604	EXP
41022	NOTABU
79632	NOTABU
17610	NOTABU
52115	NOTABU
82385	NOTABU
68279	EXP
67539	NOTABU
25492	NOTABU
11283	EXP
80808	NOTABU
15795	NOTABU
85728	NOTABU
67667	NOTABU
15716	NOTABU
14617	NOTABU
75594	NOTABU
67167	EXP
57902	NOTABU
14334	NOTABU
22885	NOTABU
94318	NOTABU
31170	NOTABU
60904	NOTABU
16402	NOTABU
71496	NOTABU
56590	EXP
93727	NOTABU
80239	NOTABU
43692	NOTABU
73098	NOTABU
15293	NOTABU
28260	IMP
96132	NOTABU
29478	NOTABU
51057	NOTABU
33194	EXP
93002	EXP
21232	NOTABU
80685	NOTABU
87352	NOTABU
53040	NOTABU
93476	IMP
37529	NOTABU
58046	NOTABU
64650	NOTABU
75168	EXP
94851	NOTABU
49496	NOTABU
76807	EXP
63238	NOTABU
18240	NOTABU
98104	NOTABU
80596	NOTABU
53557	EXP
42514	IMP
53436	NOTABU
59555	EXP
49649	NOTABU
16389	NOTABU
83261	NOTABU
37065	NOTABU
11457	NOTABU
64308	NOTABU
55945	NOTABU
79712	NOTABU
66741	NOTABU
92152	NOTABU
83154	NOTABU
39309	EXP
26503	NOTABU
77941	NOTABU
76932	NOTABU
35828	NOTABU
55559	EXP
76058	NOTABU
16945	EXP
24008	NOTABU
71622	NOTABU
37598	EXP
49919	NOTABU
56657	EXP
15620	NOTABU
50894	NOTABU
24439	NOTABU
63179	NOTABU
38160	NOTABU
83594	NOTABU
90882	NOTABU
31942	NOTABU
17182	NOTABU
18151	NOTABU
90462	NOTABU
55171	NOTABU
17661	EXP
34681	NOTABU
50950	NOTABU
13621	NOTABU
58040	NOTABU
86817	NOTABU
58597	NOTABU
19067	NOTABU
33459	NOTABU
12409	NOTABU
47691	NOTABU
31376	NOTABU
26368	EXP
67528	NOTABU
34572	NOTABU
69026	EXP
72148	NOTABU
92540	NOTABU
35695	NOTABU
93128	NOTABU
68698	IMP
50856	EXP
43083	EXP
35556	NOTABU
38408	EXP
77779	NOTABU
64363	IMP
59147	NOTABU
52890	NOTABU
99342	NOTABU
84732	NOTABU
20763	NOTABU
17711	NOTABU
20590	NOTABU
37697	NOTABU
47567	NOTABU
14370	IMP
21151	EXP
95232	NOTABU
67144	EXP
77037	EXP
59598	EXP
76554	EXP
25883	NOTABU
41867	NOTABU
55199	EXP
74983	NOTABU
73297	NOTABU
59066	NOTABU
57630	EXP
45748	NOTABU
34636	NOTABU
47943	EXP
40941	NOTABU
98457	NOTABU
54068	NOTABU
43137	EXP
10663	NOTABU
97187	NOTABU
21315	IMP
46880	NOTABU
26828	NOTABU
23116	NOTABU
86932	NOTABU
38622	NOTABU
30632	NOTABU
69977	NOTABU
35897	NOTABU
73277	NOTABU
25004	NOTABU
58641	NOTABU
42305	NOTABU
29255	NOTABU
57051	NOTABU
67187	EXP
47893	NOTABU
99044	NOTABU
82700	NOTABU
73604	NOTABU
26655	NOTABU
62796	EXP
52740	NOTABU
45155	EXP
96014	NOTABU
82910	NOTABU
72688	IMP
12856	NOTABU
50316	EXP
93286	NOTABU
84736	NOTABU
96952	EXP
93987	NOTABU
58016	NOTABU
14343	NOTABU
36236	NOTABU
19502	NOTABU
81418	EXP
89848	NOTABU
22694	NOTABU
45735	EXP
50490	EXP
52431	NOTABU
31252	EXP
47846	NOTABU
47066	NOTABU
82529	IMP
29352	NOTABU
55887	NOTABU
77261	EXP
71844	NOTABU
82441	NOTABU
24492	NOTABU
28866	NOTABU
55702	NOTABU
85239	NOTABU
45279	NOTABU
54182	NOTABU
22381	NOTABU
22835	NOTABU
99186	IMP
25171	NOTABU
77751	NOTABU
69657	NOTABU
33207	NOTABU
64317	NOTABU
23798	NOTABU
29688	EXP
41985	NOTABU
40448	NOTABU
36199	NOTABU
54510	NOTABU
93594	NOTABU
25877	NOTABU
43966	NOTABU
41554	EXP
10576	NOTABU
63777	NOTABU
85718	NOTABU
50279	NOTABU
93066	NOTABU
79824	NOTABU
96542	EXP
25759	NOTABU
97649	NOTABU
50369	EXP
94465	EXP
81340	NOTABU
83451	NOTABU
10959	NOTABU
98878	NOTABU
79793	NOTABU
81087	NOTABU
70090	NOTABU
70314	NOTABU
95465	NOTABU
72518	NOTABU
90291	NOTABU
57552	NOTABU
98616	NOTABU
79760	NOTABU
61261	NOTABU
24695	NOTABU
17420	EXP
64357	NOTABU
64091	EXP
93824	NOTABU
52236	EXP
71383	NOTABU
18935	NOTABU
42648	NOTABU
16770	NOTABU
37831	NOTABU
83138	NOTABU
97291	NOTABU
94759	NOTABU
29558	EXP
93933	EXP
76238	NOTABU
51243	NOTABU
54655	NOTABU
89345	EXP
10695	NOTABU
63928	NOTABU
34887	NOTABU
49843	EXP
25625	NOTABU
54626	NOTABU
48410	NOTABU
13744	NOTABU
60301	NOTABU
97538	NOTABU
38271	NOTABU
69404	NOTABU
89781	EXP
10460	NOTABU
77463	NOTABU
45236	EXP
43835	NOTABU
31912	NOTABU
42682	NOTABU
65265	NOTABU
35538	NOTABU
78973	NOTABU
50018	NOTABU
39573	NOTABU
88186	EXP
13629	EXP
75199	NOTABU
49018	NOTABU
37896	IMP
99387	NOTABU
26623	IMP
20777	IMP
88611	NOTABU
40350	NOTABU
80969	NOTABU
14116	EXP
49314	NOTABU
56621	NOTABU
63714	NOTABU
80991	NOTABU
67019	NOTABU
22385	NOTABU
72013	NOTABU
17439	NOTABU
33883	NOTABU
26365	EXP
32701	NOTABU
10794	EXP
22986	EXP
66460	NOTABU
29730	EXP
60855	NOTABU
38646	NOTABU
93139	NOTABU
40422	NOTABU
39815	NOTABU
92243	NOTABU
49913	NOTABU
45465	NOTABU
94744	NOTABU
25357	NOTABU
87032	NOTABU
90174	NOTABU
33441	NOTABU
56101	NOTABU
50441	NOTABU
66885	NOTABU
22535	NOTABU
58754	NOTABU
67537	NOTABU
59858	EXP
48017	EXP
76860	NOTABU
96276	NOTABU
22784	EXP
30659	NOTABU
17283	NOTABU
46874	NOTABU
55208	NOTABU
17595	EXP
88947	NOTABU
16943	NOTABU
56791	NOTABU
56704	NOTABU
30478	NOTABU
45915	NOTABU
47676	NOTABU
71470	NOTABU
57463	NOTABU
75345	NOTABU
26123	NOTABU
41983	NOTABU
33164	NOTABU
14077	NOTABU
90522	NOTABU
39946	NOTABU
54841	NOTABU
75416	NOTABU
68904	NOTABU
85026	NOTABU
90305	EXP
85276	NOTABU
20018	NOTABU
79483	NOTABU
46003	NOTABU
38911	NOTABU
21985	NOTABU
99066	NOTABU
50430	NOTABU
25801	EXP
70332	NOTABU
54489	NOTABU
61933	NOTABU
50948	EXP
60911	NOTABU
12906	NOTABU
42875	NOTABU
69274	NOTABU
21738	NOTABU
94521	EXP
64652	NOTABU
32148	NOTABU
87399	NOTABU
92328	NOTABU
97847	NOTABU
30444	NOTABU
31562	EXP
10181	EXP
18355	IMP
17535	NOTABU
74777	NOTABU
15836	NOTABU
94793	NOTABU
39734	NOTABU
69554	NOTABU
34821	NOTABU
52805	EXP
58763	NOTABU
97304	NOTABU
39539	NOTABU
27293	NOTABU
48975	NOTABU
40752	EXP
30598	EXP
30846	IMP
35533	IMP
12081	NOTABU
37940	NOTABU
57782	NOTABU
79131	NOTABU
40286	NOTABU
13594	NOTABU
94478	NOTABU
64840	NOTABU
82617	IMP
84905	EXP
90802	IMP
38330	EXP
82177	NOTABU
39356	EXP
79406	NOTABU
49047	NOTABU
34447	NOTABU
11810	EXP
55891	NOTABU
76142	NOTABU
98527	NOTABU
99421	NOTABU
63591	EXP
87038	NOTABU
51085	NOTABU
19545	EXP
44578	EXP
86246	NOTABU
76433	EXP
27900	NOTABU
23467	NOTABU
48562	NOTABU
19165	NOTABU
43885	NOTABU
32081	NOTABU
12880	NOTABU
48549	NOTABU
54215	NOTABU
34301	IMP
43151	NOTABU
67798	NOTABU
26239	NOTABU
63608	NOTABU
66723	NOTABU
39602	NOTABU
90351	NOTABU
54622	NOTABU
48606	EXP
79313	NOTABU
95556	NOTABU
86659	NOTABU
38036	NOTABU
78356	NOTABU
81865	NOTABU
40724	NOTABU
30837	NOTABU
11332	NOTABU
24868	NOTABU
62702	NOTABU
87408	NOTABU
81457	EXP
15871	NOTABU
47733	NOTABU
90255	NOTABU
87930	NOTABU
37773	EXP
48652	NOTABU
79164	NOTABU
46954	NOTABU
19494	NOTABU
57270	NOTABU
57150	NOTABU
34099	EXP
11541	EXP
21429	NOTABU
65596	NOTABU
57865	NOTABU
12422	EXP
71616	NOTABU
98556	NOTABU
56760	IMP
17998	NOTABU
33115	NOTABU
76745	NOTABU
13474	NOTABU
65941	NOTABU
53202	NOTABU
31278	NOTABU
90943	NOTABU
81168	NOTABU
61023	IMP
53665	EXP
52281	NOTABU
31493	EXP
40399	NOTABU
47171	NOTABU
58552	EXP
47033	EXP
35233	NOTABU
20136	NOTABU
41362	NOTABU
29758	NOTABU
22731	NOTABU
62639	NOTABU
79312	NOTABU
73710	IMP
23621	NOTABU
47238	EXP
50349	NOTABU
86920	EXP
87936	NOTABU
22715	NOTABU
76555	NOTABU
52554	EXP
29009	NOTABU
75075	NOTABU
30884	NOTABU
47883	EXP
90436	NOTABU
35425	NOTABU
85014	IMP
84875	NOTABU
24372	NOTABU
35523	NOTABU
27964	NOTABU
85070	NOTABU
35255	NOTABU
19311	EXP
99844	EXP
84816	NOTABU
40698	NOTABU
11167	NOTABU
80302	NOTABU
55174	EXP
92804	NOTABU
16201	NOTABU
93020	NOTABU
11137	NOTABU
66764	NOTABU
77710	NOTABU
26961	IMP
66217	NOTABU
30760	NOTABU
14997	NOTABU
54160	NOTABU
20559	NOTABU
22105	NOTABU
42914	NOTABU
63914	EXP
97860	NOTABU
82342	NOTABU
49948	NOTABU
61110	EXP
76444	NOTABU
95882	NOTABU
70775	EXP
44942	NOTABU
74782	NOTABU
64673	NOTABU
44731	NOTABU
30863	NOTABU
24283	EXP
40489	EXP
72705	IMP
40187	NOTABU
67768	NOTABU
41163	NOTABU
88357	NOTABU
79105	NOTABU
52719	EXP
93600	NOTABU
39647	NOTABU
47088	EXP
57096	NOTABU
16759	NOTABU
65585	NOTABU
66872	NOTABU
91804	NOTABU
26387	EXP
15537	NOTABU
82685	EXP
70938	NOTABU
67158	NOTABU
13723	NOTABU
88069	NOTABU
34991	NOTABU
21647	IMP
14848	EXP
25259	EXP
45940	NOTABU
53195	NOTABU
68117	NOTABU
63892	EXP
80653	NOTABU
21331	NOTABU
20415	NOTABU
42863	NOTABU
95452	NOTABU
50178	NOTABU
33809	NOTABU
55392	NOTABU
49970	NOTABU
95357	NOTABU
40309	NOTABU
25720	EXP
53185	NOTABU
90396	NOTABU
40969	NOTABU
24498	NOTABU
54918	NOTABU
31749	NOTABU
37694	NOTABU
92141	NOTABU
54005	EXP
72855	NOTABU
15673	NOTABU
26889	EXP
46088	NOTABU
68320	NOTABU
94680	NOTABU
32385	NOTABU
86453	NOTABU
64486	NOTABU
27044	IMP
58715	NOTABU
55709	NOTABU
34889	NOTABU
31857	EXP
75212	NOTABU
23724	NOTABU
54384	NOTABU
57391	NOTABU
25024	NOTABU
23628	NOTABU
61564	NOTABU
22942	NOTABU
89410	NOTABU
74696	NOTABU
42879	EXP
82106	EXP
87207	NOTABU
74099	NOTABU
82824	NOTABU
87143	EXP
40079	NOTABU
12324	EXP
40821	NOTABU
18807	NOTABU
98334	NOTABU
89985	NOTABU
26844	EXP
56180	EXP
65698	NOTABU
85444	NOTABU
92613	NOTABU
32223	NOTABU
17533	NOTABU
13923	NOTABU
59875	IMP
27510	EXP
96677	NOTABU
81446	IMP
27391	EXP
37507	NOTABU
51379	EXP
24829	NOTABU
41929	EXP
68222	NOTABU
64858	NOTABU
80432	NOTABU
82919	NOTABU
63411	NOTABU
52359	NOTABU
55583	NOTABU
39627	NOTABU
48528	NOTABU
68677	EXP
86622	NOTABU
35446	NOTABU
95807	NOTABU
17193	NOTABU
90543	NOTABU
62554	NOTABU
52978	NOTABU
31791	NOTABU
25198	NOTABU
26794	NOTABU
60566	NOTABU
97928	NOTABU
51406	NOTABU
27150	EXP
85931	NOTABU
41247	IMP
39837	NOTABU
91621	NOTABU
62378	NOTABU
34793	NOTABU
11362	NOTABU
31428	NOTABU
10973	NOTABU
79869	NOTABU
11438	EXP
70482	NOTABU
86226	NOTABU
99144	NOTABU
54985	NOTABU
16944	NOTABU
27669	EXP
58670	IMP
35588	NOTABU
49942	EXP
34378	NOTABU
93710	NOTABU
97667	NOTABU
96501	EXP
59400	EXP
38857	NOTABU
65978	NOTABU
61203	NOTABU
66501	NOTABU
53428	NOTABU
76994	NOTABU
83018	EXP
66833	NOTABU
92661	NOTABU
81851	IMP
80088	NOTABU
43155	NOTABU
18604	NOTABU
71908	EXP
90181	EXP
21069	NOTABU
62822	NOTABU
58864	EXP
94980	NOTABU
85481	EXP
85021	NOTABU
59032	EXP
43712	EXP
21967	NOTABU
19430	NOTABU
24055	NOTABU
16837	NOTABU
42488	EXP
44317	NOTABU
25008	NOTABU
65180	NOTABU
35558	IMP
40136	NOTABU
30972	EXP
55816	IMP
67777	NOTABU
31355	NOTABU
72492	NOTABU
20570	EXP
94070	IMP
22008	NOTABU
41414	EXP
74066	NOTABU
18977	NOTABU
81349	NOTABU
11929	NOTABU
55515	NOTABU
55088	NOTABU
35033	NOTABU
37604	NOTABU
38370	NOTABU
22082	NOTABU
39167	EXP
64209	NOTABU
31258	NOTABU
47425	EXP
67191	NOTABU
64008	EXP
71831	NOTABU
42258	NOTABU
28034	NOTABU
48228	NOTABU
82656	NOTABU
67453	EXP
79780	NOTABU
11495	NOTABU
18696	NOTABU
95210	EXP
65340	EXP
99778	NOTABU
15557	NOTABU
89662	NOTABU
85053	NOTABU
97424	NOTABU
71504	NOTABU
40154	NOTABU
21829	EXP
48061	NOTABU
48171	NOTABU
18519	IMP
28660	EXP
82051	NOTABU
78506	NOTABU
62245	NOTABU
67221	NOTABU
79057	NOTABU
60881	NOTABU
11409	NOTABU
26491	NOTABU
69682	EXP
20927	NOTABU
52292	IMP
24980	NOTABU
32025	NOTABU
85615	NOTABU
95559	NOTABU
56493	EXP
31046	EXP
11156	NOTABU
30464	EXP
14512	NOTABU
77860	NOTABU
88097	EXP
77994	NOTABU
61409	NOTABU
16366	NOTABU
42410	IMP
69456	EXP
17819	NOTABU
88118	NOTABU
23652	NOTABU
46817	NOTABU
63169	NOTABU
20076	NOTABU
40453	NOTABU
57952	NOTABU
21095	IMP
80516	IMP
46012	NOTABU
98366	NOTABU
40152	EXP
80156	NOTABU
48805	NOTABU
39250	NOTABU
57399	NOTABU
13689	NOTABU
34688	NOTABU
56374	NOTABU
56313	NOTABU
12170	NOTABU
74376	IMP
60343	NOTABU
60215	NOTABU
99729	IMP
66246	NOTABU
32734	NOTABU
98440	EXP
41563	EXP
73784	NOTABU
16988	NOTABU
86306	NOTABU
14162	NOTABU
92072	NOTABU
16101	NOTABU
13310	NOTABU
24484	NOTABU
84203	NOTABU
14767	NOTABU
43772	NOTABU
26457	EXP
67802	NOTABU
43322	EXP
73879	NOTABU
63032	NOTABU
22699	NOTABU
24162	NOTABU
64950	NOTABU
38116	IMP
74054	NOTABU
52266	NOTABU
48405	NOTABU
42833	NOTABU
31480	IMP
40051	EXP
43269	EXP
42226	NOTABU
98465	NOTABU
35353	NOTABU
74744	EXP
74806	NOTABU
16097	EXP
42039	NOTABU
78319	NOTABU
81311	NOTABU
16315	NOTABU
76049	EXP
34682	NOTABU
21418	NOTABU
10583	NOTABU
38269	NOTABU
78637	NOTABU
49396	IMP
94810	NOTABU
99815	NOTABU
93004	EXP
83209	NOTABU
80333	NOTABU
12743	NOTABU
44210	NOTABU
93628	NOTABU
93582	NOTABU
12093	NOTABU
28988	NOTABU
12404	NOTABU
22940	NOTABU
98372	NOTABU
25722	NOTABU
13380	NOTABU
75563	NOTABU
27701	NOTABU
66826	IMP
54062	EXP
69586	IMP
25306	NOTABU
96861	NOTABU
82070	NOTABU
77142	NOTABU
27260	NOTABU
59375	NOTABU
48012	IMP
51949	NOTABU
73934	NOTABU
24546	NOTABU
97762	NOTABU
11325	NOTABU
11850	NOTABU
75499	NOTABU
52678	EXP
10642	NOTABU
25145	NOTABU
80819	NOTABU
52341	NOTABU
75289	NOTABU
50828	NOTABU
37925	EXP
17166	NOTABU
56845	NOTABU
49493	IMP
99363	NOTABU
63849	NOTABU
85087	IMP
26257	NOTABU
97508	NOTABU
53628	NOTABU
65285	EXP
43009	EXP
96191	NOTABU
29565	IMP
74592	NOTABU
56041	NOTABU
52026	IMP
82725	NOTABU
19813	NOTABU
68918	EXP
33445	NOTABU
98197	NOTABU
62509	NOTABU
50295	EXP
53338	NOTABU
76615	NOTABU
14468	NOTABU
74768	NOTABU
67908	NOTABU
21422	IMP
62905	EXP
98827	NOTABU
32524	EXP
78848	NOTABU
22324	NOTABU
78309	NOTABU
37490	NOTABU
48660	NOTABU
75794	NOTABU
99216	IMP
26022	NOTABU
24802	NOTABU
85439	NOTABU
96256	NOTABU
98942	NOTABU
88615	NOTABU
73053	NOTABU
83756	NOTABU
80322	NOTABU
51884	NOTABU
46664	NOTABU
48511	NOTABU
11455	NOTABU
52086	NOTABU
86235	NOTABU
89484	NOTABU
62644	NOTABU
60989	EXP
41059	NOTABU
67258	NOTABU
55432	EXP
12045	NOTABU
91340	NOTABU
92513	IMP
64196	NOTABU
61278	NOTABU
13720	NOTABU
71448	NOTABU
38672	NOTABU
39483	NOTABU
48096	NOTABU
74992	NOTABU
34571	NOTABU
11571	NOTABU
35157	NOTABU
60491	EXP
40988	NOTABU
46950	NOTABU
51487	NOTABU
30181	NOTABU
46159	NOTABU
91365	NOTABU
61638	NOTABU
44637	NOTABU
79023	EXP
24364	NOTABU
22102	NOTABU
14171	NOTABU
40990	NOTABU
78181	NOTABU
19346	NOTABU
57462	NOTABU
56191	NOTABU
37203	NOTABU
47242	EXP
82139	EXP
15286	EXP
30638	NOTABU
55270	NOTABU
73730	NOTABU
14928	NOTABU
98805	NOTABU
12434	NOTABU
35575	NOTABU
17618	NOTABU
73875	NOTABU
31845	NOTABU
96149	NOTABU
90375	NOTABU
44951	NOTABU
80016	EXP
82002	NOTABU
21116	NOTABU
81443	NOTABU
43212	NOTABU
50593	IMP
87636	NOTABU
52082	EXP
69277	NOTABU
48653	IMP
14919	NOTABU
99915	NOTABU
49358	IMP
21467	NOTABU
31668	IMP
82721	NOTABU
85160	NOTABU
95333	NOTABU
35139	IMP
92405	NOTABU
72954	NOTABU
51110	NOTABU
57228	EXP
97281	NOTABU
12748	EXP
75966	NOTABU
36701	NOTABU
76283	NOTABU
94287	NOTABU
44391	NOTABU
58295	NOTABU
44782	NOTABU
66166	NOTABU
71900	EXP
97704	IMP
35092	NOTABU
34943	IMP
74793	NOTABU
33566	NOTABU
71656	IMP
43584	NOTABU
20550	NOTABU
93909	NOTABU
52181	NOTABU
93589	EXP
58294	EXP
83184	NOTABU
51563	NOTABU
85044	NOTABU
98517	NOTABU
45834	EXP
68634	NOTABU
55636	NOTABU
55512	NOTABU
54700	NOTABU
51898	NOTABU
75507	IMP
25510	NOTABU
95662	NOTABU
79644	NOTABU
92522	NOTABU
63146	NOTABU
60741	NOTABU
94258	NOTABU
98739	NOTABU
35022	IMP
15556	NOTABU
62844	IMP
31261	NOTABU
